id,abbreviation,name,type
3839,ROSSAIR,ROSSAIR,NGO
5440,"Ross Stores, Inc.","Ross Stores, Inc.",Private organization/foundation
3282,Rotary Club of Shanghai,Rotary Club of Shanghai,NGO
6096,Rotary Fiji,Rotary Fiji,NGO
4824,Rotary International,Rotary International,NGO
11550,RNZWCS,Rotary New Zealand World Community Service,NGO
5411,Rothschild Estates,Rothschild Estates,Private organization/foundation
9569,RPDR,"Rowad for Peace, Development and Reconstruction",NGO
754,RAFDA,Ro'ya Association for Developing Abilities,NGO
4239,Roy A. Hunt Foundation,Roy A. Hunt Foundation,Private organization/foundation
6962,ROAD,Royal Aid for Development,NGO
5400,Royal Bank of Canada,Royal Bank of Canada,Private organization/foundation
5441,Royal Caribbean,Royal Caribbean International,Private organization/foundation
6126,RHAS,Royal Health Awareness Society,NGO
11741,RHHF,Royal Heritage Health Foundation,NGO
4166,RSI,"Royal Standard, Inc.",NGO
289,Rozan,Rozan,NGO
2537,RPDP,RPDP,Private organization/foundation
2700,RRM/O,RRM/O,NGO
4575,RRM/U,RRM/U,NGO
4889,RTI,RTI International (formerly Research Triangle Institute),Private organization/foundation
4960,Ruedi Leuppi Stiftung Elfenbeinküste,Ruedi Leuppi Stiftung Elfenbeinküste,Private organization/foundation
8803,Ruedi Lüthy,Ruedi Lüthy Foundation,Private organization/foundation
3904,RHF,Rufaida Health Foundation,NGO
3209,Rumänienhilfe Liebenau,Rumänienhilfe Liebenau,NGO
75,Rumänienhilfe Schärding,Rumänienhilfe Schärding,NGO
4147,RAAH,Rural Action Against Hunger,NGO
6492,RACIDA,Rural Agency for Community Development and Assistance,NGO
6734,RAD Somalia,Rural Agency for Development,NGO
9656,RAO,Rural Agricultural Organization,NGO
10667,RAOSS,Rural Agricultural Organization for Relief and Development in South Sudan,NGO
9598,RATEI,Rural Agricultural Transformation and Empowerment Initiative,NGO
3686,RUDAC,Rural and Urban Development Assistance and Care,NGO
5855,RCDC,Rural Capacities Development Committee,NGO
2248,RCSD,Rural Centre for Sustainable Development,Private organization/foundation
9134,RCO,Rural Child Organization,NGO
988,RuCAPD,Rural Community Action for Peace and Development,NGO
987,RCDI,Rural Community Development Initiative,NGO
3072,RUCODO,Rural Community Development Organization,NGO
1217,RCDO,Rural Community Development Organization - Sudan,NGO
1961,RCDS,Rural Community Development Society,NGO
9623,RDAA,Rural Development Action Aid,NGO
3622,RDF,Rural Development Foundation,Private organization/foundation
392,RID,Rural Development Initiative Pakistan,NGO
883,RUDI,Rural Development Initiative South Sudan,NGO
6760,RDISK,"Rural Development Institute of Sultan Kudarat, Inc.",Private organization/foundation
7356,RDO,Rural Development Organization,NGO
11383,RDO Buner,Rural Development Orginzation Buner KPK Pakistan,NGO
5051,RDP,Rural Development Project,NGO
677,READO,Rural Education and Agriculture Development Organization,NGO
6389,READ Foundation,Rural Education and Development Foundation,Private organization/foundation
5944,REED,Rural Education and Economic Development Society,NGO
788,REPID,Rural Empowerment and Institutional Development,NGO
4902,Rural Focus,Rural Focus,Private organization/foundation
4928,RUFOU,Rural Focus Uganda,NGO
2489,RHDF,Rural Health and Development Foundation,NGO
2143,RHD,Rural Health & Development Foundation,Private organization/foundation
9618,RHS,Rural Health Services,NGO
7364,RIHRDO,Rural Infrastructure and Human Resource Development Organization,NGO
10553,RIPDO,Rural Initiative for Peace and Development Organization,NGO
7571,RISE,Rural Initiatives in Sustainability and Empowerment,NGO
6452,RIED,Rural Institute for Education and Development,Private organization/foundation
5104,RIDE,Rural & Institutional Development Initiative,NGO
1022,ROAD,Rural Organization for Advocacy and Development International,NGO
1867,RRN,Rural Reconstruction Nepal,NGO
2745,RSPN,Rural Support Programmes Network,NGO
6161,RUDHO,Rural Urban Development and Health Organization,NGO
9690,RVSS,Rural Vision South Sudan,NGO
5910,RUWASSA,Rural Water and Sanitation Support Agency,Government
10845,RWDF,Rural Women Development Fund,NGO
9717,RWDSS,Rural Women for Development South Sudan,NGO
3738,RWDS,Rural Women's Development Society,NGO
11763,RYDEC,Rural Youth Development Council,Other
8246,RORHA,Rusaz Organization for Reconstruction and Humanitarian Aid,NGO
3006,Russian Federation,"Russian Federation, Government of",Government
4030,Russia RC,Russian Red Cross Society,Red Cross/Red Crescent
7937,Ruwwad,Ruwwad Foundation of Development and Human Rights,NGO
2004,RUYA,RUYA,NGO
5344,RuzivoTrust,RuzivoTrust,Private organization/foundation
8288,ROADS,Rwafed Organisation for Research and Development,Private organization/foundation
11648,RPSDO,Rwafid for Peace and Social Development Organization,NGO
90,Rwanda,"Rwanda, Government of",Government
2851,Rwanda RC,Rwandan Red Cross,Red Cross/Red Crescent
7635,RF,Rwanga Foundation,NGO
2802,RWSSP,RWSSP,NGO
7617,SAAB,SAAB Foundation,NGO
2313,SAACID,SAACID,Private organization/foundation
7788,SCA,Sa'ad Charitable Association for Displaced and War Damaged People,NGO
6558,SABAH Nepal,SAARC Business Association of Home based workers Nepal,NGO
5751,SDS,Saath Development Society,NGO
7195,Saathi,Saathi,NGO
6199,SACIO,Sabeel Al Rashad Charity Organization,NGO
9131,SHP,Sabeq Foundation for Charity and Development,NGO
7697,Sabe' Sanabal,Sabe' Sanabal Organization for Relief and Development,NGO
9252,SSORD,Sabe' Sanabul Organization for Relief and Development,NGO
4347,Sabou Guinee,Sabou Guinee,NGO
10771,SSS,Sachatan Shahajjo Sangstha,NGO
2193,SADA,SADA,NGO
4467,SAIO,Sada Al Irak Organisation,Private organization/foundation
7559,SHO,Sadad Humanitarian Organization,NGO
8152,STWO,Sada-e-Thall Welfare Organization,NGO
9002,SFBD,Sada Foundation for Building and Development,NGO
378,Sad Africa,Sad Africa,NGO
11647,Sadagaat,Sadagaat Charity Organization,NGO
7377,SADEL,SADEL,NGO
3403,SADRI,SADRI,Private organization/foundation
6768,SCA,Saed Charity Association,NGO
5900,SCS,Saeker Charitable Society,NGO
6965,SMU Burundi,Saemaul Undong Burundi,NGO
6127,SF,Safadi Foundation,NGO
1131,SAMRADO,Safa Marwa Relief and Development Organization,NGO
6534,SAFDF,SAFDF,Private organization/foundation
5093,SAPS,Safe Agriculture Producers Society,NGO
9959,SHFD,Safehaven Iraq,NGO
9728,SHI,Safe Home Initiative Organization,NGO
1823,SI,Safe International,NGO
5328,SaferAfrica,SaferAfrica,NGO
10574,SCOSS,Safer Community Organization - South Sudan,NGO
4265,Saferworld,Saferworld,NGO
9050,SHON,Safety and Health Organization,NGO
934,SFD,Safety Foundation for Development,NGO
11430,SWAP,Safe Water and AIDS Project,NGO
1761,Safeway Inc,Safeway Inc,Private organization/foundation
270,SWA,Safina Wefare Association,NGO
11656,Safollomoy,Safollomoy Samaj Kollyan Unnayan Sangstha,NGO
4369,SPF,SAFRA Edmond J. Philanthropic Foundation,Private organization/foundation
3929,SAF,SAF - Science and Arts Foundation,Private organization/foundation
11638,Safwa,Safwa Charity Organization,NGO
2039,Saga Falabella,Saga Falabella,Private organization/foundation
3565,Sage,Sage Organisation,NGO
1963,SIPL,Sagric Intenational Pty Ltd,Private organization/foundation
4433,SCSP,Sahara Community Support Programme,NGO
7638,SEDO,Sahara Economic Development Organization,NGO
9175,SAHARI,SAHARI Organization for Development,NGO
1012,Swahorg,Saha Wa Afia Health,NGO
290,SAHETA,SAHETA,NGO
11711,Sahil,Sahil,NGO
6294,SHADOW,Sahil Health and Development Organization for Women,NGO
6334,SDWA,Sahkar Dost Welfare Association,NGO
116,SAH,SAH - Schweizerisches Arbeiterhilfswerk,NGO
5017,Saibaan,Saibaan Development Organization,NGO
1454,SBHC,Saint Bakhita Health Centre,NGO
5374,SBF,Saint Barbara Foundation,NGO
11493,SJH,Saint Joseph Hospital - Jerusalem,Private organization/foundation
6271,Saint Kitts and Nevis,"Saint Kitts and Nevis, Government of",Government
2534,Saint Kitts and Nevis RC,Saint Kitts and Nevis Red Cross Society,Red Cross/Red Crescent
1413,Saint Lucia,"Saint Lucia, Government of",Government
2535,Saint Lucia RC,Saint Lucia Red Cross,Red Cross/Red Crescent
9689,SMAPD,Saint Monica Agency for Peace and Development,NGO
5561,Saint Vincent and the Grenadines,"Saint Vincent and the Grenadines, Government of",Government
4197,Saint Vincent and the Grenadines RC,Saint Vincent and the Grenadines Red Cross,Red Cross/Red Crescent
8397,SDO,Sajaia for Development Organization,NGO
7922,STD,Sajaia for Training and Development,NGO
9511,Sakcent Plus,"Sakcent Plus Publishing House, Ltd",Private organization/foundation
300,SJASST,Sakhi Jan Muhammad Adbi Sakafati and Samaji Tanzeem,NGO
10611,SAN,Salaam Action Network,NGO
9554,SDC,Salaam Development Center Association,NGO
4224,SAMA,Salama Medical Agency,NGO
450,SALAM SR&LD,SALAM for Social Rehabilitation and Local development,NGO
11253,Salam LADC,Salam Lebanese Association for Development and Communication,NGO
1446,SYSF,SALAM YA SUGHAR FUND,Private organization/foundation
4884,SM,Salesian Missions,Private organization/foundation
9399,SHO,Salient Humanitarian Organization,NGO
5039,SDF,Salik Development Foundation,NGO
502,SCAR,Sallam Care and Rehabilitation,NGO
8955,SeS,Salute e Sviluppo ONG,NGO
2056,El Salvador RC,Salvadorean Red Cross Society,Red Cross/Red Crescent
2017,SLDA,Salvation and Light Development Action,NGO
3366,Salvation Army,Salvation Army,NGO
8239,SAIDR,Sama Al Iraq for Development and Relief,NGO
7156,SAMA,Sama Al-Yemen Development Foundation,NGO
9357,SKUS,Samaj Kalyan O Unnayan Shangstha,NGO
7979,Samaf,Samaritan Africa,NGO
846,SAO,Samaritan Aid Organization,NGO
9645,SACSUI,Samaritan Care and Support Initiative,NGO
6974,SIDA,Samaritan Integrated Development Agency,NGO
10655,SMA,Samaritan Mission Aid,NGO
53,Samaritan's Purse,Samaritan's Purse,NGO
7246,SAREDO,Samawada Rehabilitation and Development Organization,NGO
7214,SYC,Sama Youth Center,NGO
374,SI,Samdhana Institute,Private organization/foundation
4431,SHO (NL),Samenwerkende Hulporganisaties,Private organization/foundation
1516,Samerådet,Samerådet,NGO
456,Sametinget,Sametinget,NGO
906,Sami Foundation,Sami Foundation,NGO
4747,SKF,Samir Kassir Foundation,NGO
4373,Samis,Samis,Private organization/foundation
3671,Samisk Høgskole,Samisk Høgskole,Private organization/foundation
7684,SAM Net,Sam network,NGO
3307,Samoa,"Samoa, Government of",Government
3596,Samoa RC,Samoa Red Cross Society,Red Cross/Red Crescent
7751,SOD,Samrin Organization for Development,NGO
5254,SAM,SAM - Schweizer Allianz Mission,NGO
5424,Samsung Group,Samsung Group,Private organization/foundation
5523,Samuel Dalembert Foundation,Samuel Dalembert Foundation,Private organization/foundation
4865,SSYP,Samukai Street Youth Programme,NGO
7848,SN,Samunnat Nepal,NGO
7137,SSI,Samusocial International,NGO
4366,Samusocial Peru,Samusocial Peru,NGO
11823,Şam Yetimler,Şam Yetimler Derneği,NGO
829,SSD,Sana'a Scout Delegation,NGO
9057,SFD,Sanabel For Development,NGO
2103,SCF,SANAD Charity Foundation,Private organization/foundation
8969,Sanad,Sanad for People with Special Needs Organization,NGO
11947,SPHMO,Sanai Prison and Hospital Ministry Organisation,NGO
3748,SYFEA,SANAR YURDATAPAN  - FEA,NGO
6179,San Diego Foundation,San Diego Foundation,Private organization/foundation
1841,SGAA,Sandy Gall Afghanistan Appeal,NGO
11429,Sanergy,Sanergy,NGO
305,SWRDO,Sangtani Women Rural Development Organization,NGO
7795,SORD,Sanid Organization for Relief and Development,NGO
4673,SES,Sanitary of Epidemiological Station,NGO
9211,SAHEI,Sanitation and Hygiene Education Initiative,NGO
10434,SF,Sanitation Fund,Private organization/foundation
7577,SPO,Sanjh Preet Organization,NGO
6344,SWS,Sanj Welfare Society,NGO
5303,San Marino,"San Marino, Government of",Government
1882,SANOFI,SANOFI,Private organization/foundation
2296,SRIHL,San Remo Institute for Humanitarian Law,Private organization/foundation
4042,Santa Isabel Market,Santa Isabel Market,Private organization/foundation
3972,SD,Santé Diabète,NGO
5338,SEEPT,Santé Education Environnement pour Tous,NGO
10851,SAHID,Santé et Assistance Humanitaire Internationale pour le Développement,NGO
3967,SADEVE,Santé et Développement,NGO
567,Sant''Egidio,Sant''Egidio,Private organization/foundation
724,SMARA,Santé Mali Rhône Alpes,Private organization/foundation
580,SDSH,Santé pour le Développement et la Stabilité d’Haïti,NGO
9387,SANRU,Santé Rurale,NGO
723,SS,Sante Sud,NGO
5709,Sao Tome and Principe RC,Sao Tome and Principe Red Cross,Red Cross/Red Crescent
443,SOSD,Sarabeel Organization for Services and Development,NGO
136,SRSP,Sarhad Rural Support Programme,NGO
2372,STC,Sarvatra Technical Consultants,Private organization/foundation
4878,Sarvodaya Shramadana Movement,Sarvodaya Shramadana Movement,NGO
5261,SDO,Sath Development Organization,NGO
359,Satunama,Satunama,NGO
3509,Saúde em Português,Saúde em Português,NGO
2998,Saudi Arabia,"Saudi Arabia (Kingdom of), Government of",Government
5358,Saudi Arabia RC,Saudi Arabian Red Crescent Society,Red Cross/Red Crescent
3485,Saudi Public Campaign for Lebanon and Palestine,Saudi Public Campaign for Lebanon and Palestine,NGO
7088,SALF,Save a Life Foundation,NGO
10508,SALI,Save a Life International,NGO
5081,SnS,Save and Serve,NGO
8854,SC,Save Congo,NGO
8941,SAF,Save Future,NGO
8005,SAHARA,Save Human Aid Relief Association,NGO
9127,SLI - SS,Save Lives Initiative South Sudan,NGO
6767,SLOW-ORG,Save Lives Operation Works Organization,NGO
6754,SMCO,Save Motherhood and Childhood Organization,NGO
7794,SML,Save My Life,NGO
3073,SSWC,Save Somali Women and Children,NGO
9172,SSSF,Save South Sudan Federation,NGO
8973,SAC,Save the African Child,NGO
2849,SC ,Save the Children,NGO
975,SC Jordan,Save the Children Jordan,NGO
6244,KSC,Save the Children Kurdistan,NGO
2486,"SCF (UK), Medair (UK)","Save the Children (United Kingdom), Medair (United Kingdom)",NGO
11620,SC Viet Nam,Save the Children Viet Nam,NGO
7350,ASCYWO,"Save the Children, Youths and Women Organization",NGO
4627,SE,Save the Environment,NGO
5029,STH,Save the Humanity,NGO
7376,STLO,Save the Life Organization,NGO
2261,SNH,Save the Nature and Humanity,NGO
5950,STNAH,Save the Nature and Humanity Development Organization,NGO
8872,STSF,Save the Savannah Foundation,NGO
10717,STSI,Save The Slum Initiative,NGO
10502,SWAGIA,Save the Women and Girls in Africa - South Sudan,NGO
10620,SWO,Save the World,NGO
7766,Save Ukraine,“Save Ukraine” Help Center,NGO
6508,SYFS,Save Youth Future Society,NGO
9458,SARD,Sawaed Association for Relief and Development,NGO
7793,SF,Sawaed Foundation,NGO
10105,SDAid,Sawa for Development and Aid,NGO
10102,SAWA,SAWA Group Association,NGO
1492,SHO,Sawaid Health Organization,NGO
752,Sawa,Sawa Organization,NGO
835,Sawasia,Sawasia Organization for Development and Justice,NGO
7245,SARD,Sawa Society for Relief and Improvement,NGO
1226,SSDHA,Sawa Sudan for Development and Humanitarian Aid,NGO
6396,SDO,Sawera Development Organization,NGO
9608,VIO,Sawt Al Mohajer,NGO
7520,SAYA,Saya Welfare Development Organization,NGO
9385,Sayfar,Sayfar Bio-Medical Waste Management and Environmental Protection,NGO
2503,SBBDS,SBBDS,NGO
10973,SIMN,Scalabrini International Migration Network,NGO
3461,SC Alliance and PLAN Nepal,SC Alliance and PLAN Nepal,NGO
3586,Scanagri,Scanagri,Private organization/foundation
1469,SCM,Scandinavian Children's Mission,NGO
5442,SCA Tissue,SCA Tissue,Private organization/foundation
4996,SC - Caritas,SC - Caritas,NGO
3877,SCD-RB,SCD-RB,NGO
6650,SCF-IRDC,SCF-IRDC,NGO
3309,SPC,Schering-Plough Corporation,Private organization/foundation
8800,Schönstatt,Schönstätter Marienschwestern,Private organization/foundation
1013,SGSO,School Girls' Support Organization,NGO
8894,SoT,School of Tomorrow Ltd,Private organization/foundation
5211,SAFE,Schools Association for Formal Education,NGO
5495,Schulte Roth & Zabel,Schulte Roth & Zabel LLP,Private organization/foundation
1534,SIRDC,Scientific Industrial research Development Centre,Private organization/foundation
1102,SCI Haiti,"SCI Haiti, S.A.",NGO
9323,SG,Scoop Group,Private organization/foundation
7645,SOHSD,Scope Organization for Health and Social Development,NGO
3634,SCOR Group,SCOR Group,Private organization/foundation
1587,Scotiabank,Scotiabank,Private organization/foundation
3023,SCIAF,Scottish Catholic International Aid Fund,NGO
5448,Scottrade,Scottrade,Private organization/foundation
9756,SoR,Screen of Rights,NGO
2032,SC/US and World Vision,SC/US and World Vision,Other
4307,SDA-ADRA,SDA-ADRA,NGO
773,SPJ,SDGs Promise Japan,NGO
3296,SDW,SDW,NGO
11903,SEA-P,SEA-Partners,NGO
2172,SFCG,Search for Common Ground,NGO
4264,Seattle Foundation,Seattle Foundation,Private organization/foundation
11091,SIYD,Sebil Insani Yardim Dernegi,NGO
4558,Second Harvest,Second Harvest Japan,Private organization/foundation
932,SAHDEC,"Secours aux Aveugles, Autres Handicapés démunis du Département du Centre",NGO
4057,Caritas France,Secours Catholique – Caritas France,NGO
3572,SECADEV,Secours Catholique et Développement,NGO
3391,Secours Islamique,Secours Islamique,NGO
6363,SIF,Secours Islamique France,NGO
6218,SID,Secours Islamique pour le Développement,NGO
1273,SPF,Secours Populaire Francais,NGO
7790,SDPS,Secretariado Diocesano de Pastoral Social,NGO
2522,Sécurité civile,Sécurité civile,Private organization/foundation
3215,Sedec-Hudec,Sedec-Hudec,NGO
4188,SEEDFINANCE,SEEDFINANCE,NGO
10103,SEED National,SEED National (Socio-Economic Enhance and Development ),NGO
9383,SOI,Seed of Inundation,NGO
8963,SERMA Africa Organization,Seeds and Environmental Research Management Agency (SERMA) Africa Organization,Private organization/foundation
4172,Seed Services,Seed Services,NGO
7792,SEEDS,SEEDS Foundation,NGO
8974,SoH (BA),Seeds of Hope (Bozzor Alamal),NGO
2727,Seeds of Peace,Seeds of Peace,NGO
7835,STEP UK,Seeking to Equip People,NGO
1147,SEEMA,SEEMA Center for Training and Protection of Women and Child's Rights,NGO
4685,Seestern e.V.,Seestern e.V.,NGO
4644,"Seismic Research Unit, Univ. of West Indies","Seismic Research Unit, Univ. of West Indies",Private organization/foundation
3540,SERAMAR,Seismic Risk Assessment and Mitigation in the Antakya-Maras Region,Private organization/foundation
4677,SRHBC,Seke Rural Home Based Care,NGO
11138,SELAH,Selah Foundation for Development,NGO
9073,Sela,Sela Humanitarian Organization,NGO
109,SEWA,Self Employment Womens' Association,NGO
11096,Self Help Africa,Self Help Africa,NGO
6340,SHS,Self Help Society,NGO
10974,Semillas,Semillas para la Democracia,NGO
1687,Sempra Energy Foundation,Sempra Energy Foundation,Private organization/foundation
10158,SAC,Send a Cow,NGO
3724,Senegal RC,Senegalese Red Cross Society,Red Cross/Red Crescent
2784,Senegal,"Senegal, Government of",Government
11870,SÉNÉO,SÉNÉO-le service public de l'eau,Other
3484,SWCC,SENIOR WOMEN CITIZENS FOR CHANGE,NGO
10582,SOH,Sense of Home,NGO
5812,Senter for Krisepsykologi,Senter for Krisepsykologi,NGO
1540,KUN,"Senter for kunnskap og likestilling, Kvinneuniversitetet Nord",Private organization/foundation
2353,Sentinelles,Sentinelles,NGO
1284,SAC of the KMC,Seobu Annual Conference of the KMC,Private organization/foundation
11535,Tdh Ukraine,Separate Division of Terre des hommes Foundation in Ukraine,NGO
7665,Seplat Petroleum Development Company Plc,Seplat Petroleum Development Company Plc,Private organization/foundation
806,SeraphimGlobal,SeraphimGlobal,NGO
3826,Serbia and Montenegro,"Serbia and Montenegro, Government of",Government
5634,Serbia ,"Serbia, Government of",Government
2546,SERLO,SERLO,NGO
902,SHERDO,Serve Health Early Recovery and Development Organization,NGO
6236,SEBA,Serveis Energetic Basics Autonoms,NGO
679,Serve Pastoralist International,Serve Pastoralist International,NGO
6800,SWACEDA,Server Women And Children Empowerment Development Agenda,NGO
7038,SCI,Service Civil International,NGO
1052,SAARA,Service d'Aide aux Réfugiés et Appatride,NGO
1905,SFP,Service for Peace,NGO
5108,SHRDO,Service Health Relief Development Organization,NGO
695,SIA,Service Improvement Alliance,NGO
1360,SIPDH,SERVICE INT. POUR LES DROITS DE L HOMME,NGO
3444,SERVICE plus GMBH,SERVICE plus GMBH,NGO
2034,SSI,Service Social International,NGO
9934,SEDHU,Servicio Ecuménico para la Dignidad Humana,NGO
9938,SJR LAC,Servicio Jesuita a Refugiados Latinoamerica y el Caribe,NGO
9945,SJM LAC,Servicio Jesuita a Migrantes (Latinoamérica y el Caribe),NGO
9902,SJM - Costa Rica,Servicio Jesuita para Migrantes (Costa Rica),NGO
2690,SERPAJ,SERVICIO PAZ Y JUSTICIA,NGO
9936,SEFRAS,Serviço Franciscano de Solidariedade,NGO
9906,SPM,Serviço Pastoral dos Migrantes,NGO
11853,SPMNORDESTE,Serviço Pastoral dos Migrantes do Nordeste,NGO
11491,STS,Serving Together for Social Development International Solidarity,NGO
11624,Sesame,Sesame Workshop,NGO
3429,SE-SINAPRED,SE-SINAPRED,NGO
1780,SES World Skies,SES World Skies,Private organization/foundation
7192,Seto Gurans,Seto Gurans National Child Development Services,NGO
7308,Dyvosvit,Severodonetsk city children's organization “Dyvosvit”,NGO
6309,SDTS,Sewa Development Trust Sindh,NGO
5022,Sewalanka,Sewalanka,NGO
1529,SLF,Sewa Lanka Foundation,Private organization/foundation
6261,SDW,Sewan organization for Developing Women,NGO
8241,SWEO,Sewan Women's Empowerment Organization,NGO
3558,SEWERA CCB,SEWERA CCB,NGO
823,Seyaj,Seyaj Organization for Childhood Protection,NGO
91,Seychelles,"Seychelles, Government of",Government
2475,Seychelles RC,Seychelles Red Cross Society,Red Cross/Red Crescent
4683,SBL,Seylan Bank Limited,Private organization/foundation
4112,Sezam,Sezam,NGO
6885,SFCG/RDC,SFCG/RDC,NGO
9319,SGQ,SGQURBAN Philanthropic Initiative,NGO
9283,SGS,SGS,Private organization/foundation
9528,SHAHMAC,Shabelle and Hiran Mine Action Consortium,NGO
7222,SHEDU,Shabelle Education Umbrella,NGO
8118,SHAHRO,Shabelle Humanitarian and Relief Organization,NGO
9314,SHARDI,Shabelle Relief and Development Initiatives,NGO
7315,SHARDO Relief,Shabelle Relief and Development Organization - SHARDO Relief,NGO
2380,SRDO,Shabelle Relief and Development Organization - SRDO,NGO
9630,SHAVDA,Shabelle Valley Disaster Action Organization,NGO
11516,SDO,Shadeedley Development Organization,NGO
8080,SO,Shafak Organization,NGO
1398,SHA,Shafaq Rehabilitation Organization (SHA),NGO
2964,SALBWS,Shah Abdul Latif Bhittai Welfare Society,NGO
9229,SCA,Shahba Charity Association,NGO
5475,SRP,Shahrukhi Rehabilitation Project,NGO
6479,SSSF,Shah Sachal Sami Foundation,NGO
6104,Shaik Abdallah Nouri Association,Shaik Abdallah Nouri Association,NGO
9070,SKO,Shamalkher Organization,NGO
9179,SHA,Sham for Health Association,NGO
8201,Shaml,Shaml CSOs Coalition,NGO
4877,SHAML,SHAML - Palestinian Diaspora and Refugee Center,NGO
3388,SHA/NRE,SHA/NRE,NGO
520,SVA,Shanti Volunteer Association,NGO
11490,SHAPLA NEER,SHAPLA NEER = Citizens’ Committee in Japan for Overseas Support,NGO
8864,Shaqodoon,Shaqodoon Organization,NGO
3131,Sharaja,Sharaja,NGO
5162,SHARE,SHARE,NGO
5262,Share Association of Guatemala,Share Association of Guatemala,NGO
9563,Share Foundation,Share Foundation for Relief and Development,NGO
2264,SYF,Sharek Youth Forum,NGO
1777,Share our Strength,Share our Strength,Private organization/foundation
9328,ShareQ,ShareQ Organization,NGO
9780,SHO,Shareteah Humanitarian Organization,NGO
10597,STW,Share the World,NGO
5849,SCH,Sharjah Charity House,Private organization/foundation
7791,SOHD,Shar Organisation for Human Development,NGO
4176,SFRD,Sharq Foundation for Rehabilitation and Development,NGO
1405,SRP,Sharukhi Rehabilitation Project,NGO
7142,SHASS,SHASSMEPPE,NGO
7181,SFCD,Shawthab Foundation for Childhood and Development,NGO
263,SHEDO,SHEDO,NGO
10775,SBSKS,Shehora Bohumukhi Samaj Kallan Samity,NGO
7908,SWF,Shehrazad Women Foundation,NGO
1239,Sheikh Abdullah Al-Nouri Charity Society,Sheikh Abdullah Al-Nouri Charity Society,Private organization/foundation
5214,SMSF,Sheikh Mohammad Shami Foundation,Private organization/foundation
10942,Sheikh Tahir Azzawi Charity Organization,Sheikh Tahir Azzawi Charity Organization,NGO
6068,Raf for Humanitarian Services,Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF),Private organization/foundation
4100,Shell Nigeria,Shell Nigeria,Private organization/foundation
5499,Shell Oil,Shell Oil Company,Private organization/foundation
5429,"Shell Oil Company and Motiva Enterprises, LLC","Shell Oil Company and Motiva Enterprises, LLC",Private organization/foundation
3705,ShelterBox,ShelterBox,NGO
3932,Shelter Centre,Shelter Centre,NGO
8153,SAHBWO,Shelter for Ailing Human Being Welfare Organization,NGO
2824,SFL,Shelter for Life,NGO
1567,SHIC,Shelter Inc.,NGO
3782,SNI,Shelter Now International,NGO
1170,SIDR,Shelters International Disaster Response,NGO
9412,SCO,Shengal Charity Organization,NGO
6135,SH4D,Shepherds Hope for Development,NGO
6384,SH,Sheraton Hotel,Private organization/foundation
9595,SAF,Sheriff Aid Foundation,NGO
3270,Sherrit,Sherrit,NGO
3769,Shibirgan Hospital,Shibirgan Hospital,Private organization/foundation
478,Shifa Foundation,Shifa Foundation,NGO
3889,SHIFT,SHIFT,NGO
5223,Shilcon,Shilale Rehabilitation and Ecological Concern,NGO
6239,SOSD,Shingal Organization for Social Development,NGO
3863,SFHO,Shining Future Humanitarian Organization,NGO
6846,SLCDO,Shining Light Community Development Organization,NGO
4876,Shinnyo-en,Shinnyo-en,Private organization/foundation
5508,Shionogi & Co,"Shionogi & Co., Ltd",Private organization/foundation
5507,Shionogi Pharma,Shionogi Pharma Inc.,Private organization/foundation
5671,Shipman & Goodwin,Shipman & Goodwin LLP,Private organization/foundation
3562,SPD,Shirakat - Partnership for Development,NGO
6436,Shirkat Gah,Shirkat Gah,NGO
6964,SODR,Shoaa Organization for Development and Rehabilitation,NGO
839,SSDC,Shoble Social Development Center,NGO
1144,SCF,Shou Dorshid Charity Foundation,NGO
3781,SHUHADA,SHUHADA,NGO
11445,Shule Direct,Shule Direct,Private organization/foundation
1570,SIBRO,Sibro Organization for Development,NGO
8905,SODRC,Sidra Organization for Development and Reconstruction,NGO
3321,Siemens AG,Siemens AG,Private organization/foundation
5594,Siemens Water Technologies,Siemens Water Technologies,Private organization/foundation
5605,Sierra Leone,"Sierra Leone, Government of",Government
4195,Sierra Leone RC,Sierra Leone Red Cross Society,Red Cross/Red Crescent
7669,Sierra Minerals Holdings/Vimetco,Sierra Minerals Holdings/Vimetco,Private organization/foundation
6673,SHPH,Sifaa Hanki Pinal Hannde,NGO
4770,SIG,SIG - Canton's Industrial Services - Geneve (CH),Private organization/foundation
1236,Sightsavers,Sightsavers,NGO
2502,Sign of Hope,Sign of Hope,NGO
8215,Silatech,Silatech Organization,NGO
419,SVCF,Silicon Valley Community Foundation,Private organization/foundation
4025,SIL,SIL International Indonesia Branch,NGO
8091,SKO,Silk Road Organization,NGO
8444,Silopi Municipality,Silopi Municipality,Government
4755,SIM Canada,SIM Canada,NGO
5551,Simon Bolivar Foundation (CITGO),Simon Bolivar Foundation (CITGO),Private organization/foundation
6926,Save Afrique,Simple Action for Vision and Empowerment,NGO
254,SAFWCO,Sindh Agriculture and Forestry Workers Cooperation Organization,NGO
2501,SADA,Sindh Agriculture Development Association,NGO
3567,SAWO,Sindh Alliance Welfare Organization,NGO
6649,SCF,Sindh Community Foundation,NGO
2428,SDDO,Sindh Desert Development Organization,NGO
11376,SDS,Sindh Development Society,NGO
301,SDND,Sindh Disability Forum / Nawabshah Disability Forum,NGO
5781,SGA,Sindh Graduate Association,NGO
4429,Sindhica,Sindhica Reforms Society,NGO
